epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.639800488948822,0.01231372788054122,0.006195353501800367,0.0,0.0,0.0
2,0.6357998251914978,0.012608943587632522,0.006344668969069046,0.0,0.0,0.0
3,0.6338326930999756,0.013474731571412954,0.006783280477920948,0.0,0.0,0.0
